active_power_kw,wind_speed_ms,theoretical_power_kw,wind_direction_deg,wind_power_density,capacity_factor,power_efficiency,dir_sin,dir_cos
380.047790527343,5.31133604049682,416.328907824861,259.994903564453,91.77352885951368,0.10556883070203972,0.9128546766375865,-0.9847923031837728,-0.17373577521627576
453.76919555664,5.67216682434082,519.917511061494,268.64111328125,111.77716213301184,0.12604699876573333,0.8727715183706705,-0.9997187640144913,-0.023714823999720747
306.376586914062,5.21603679656982,390.900015810951,272.564788818359,86.92166414437357,0.08510460747612833,0.7837722551084095,-0.9989982590189904,0.04474906118597553
419.645904541015,5.65967416763305,516.127568975674,271.258087158203,111.04023714663846,0.11656830681694862,0.8130662451801595,-0.9997589380036668,0.02195599876526766
380.650695800781,5.57794094085693,491.702971953588,265.674285888671,106.29866933688332,0.10573630438910583,0.7741476409801133,-0.9971513829551407,-0.07542625186664305
402.391998291015,5.60405206680297,499.436385024805,264.57861328125,107.79846529224002,0.1117755550808375,0.8056921969572357,-0.9955267675644701,-0.09447991883272037
447.605712890625,5.79300785064697,557.372363290225,266.163604736328,119.07441161338612,0.12433492024739583,0.8030640598115836,-0.9977591686676754,-0.06690770762467697
387.2421875,5.30604982376098,414.898178826186,257.949493408203,91.49978299955956,0.10756727430555556,0.9333427025290175,-0.9779639452514819,-0.20877385321959405
463.651214599609,5.58462905883789,493.677652137077,253.480697631835,106.68149383751572,0.12879200405544694,0.9391780498722458,-0.9587239985646789,-0.2843383452441008
439.725708007812,5.52322816848754,475.706782818068,258.72378540039,103.20127120912574,0.12214603000217,0.9243629140683982,-0.9806959178653477,-0.1955390413248548
498.181701660156,5.72411584854125,535.841397042263,251.850997924804,114.87653755402536,0.13838380601671,0.9297185779411951,-0.9502496787775473,-0.31148924216282026
526.816223144531,5.93419885635375,603.014076510633,265.504699707031,127.9948157837051,0.14633783976236972,0.8736383505223889,-0.9969237660151067,-0.07837732295923831
710.587280273437,6.54741382598876,824.662513585882,274.23291015625,171.91567092990286,0.1973853556315103,0.8616704028216204,-0.9972722453767018,0.07381103305950641
655.194274902343,6.19974613189697,693.472641075637,266.733184814453,145.95796914157,0.18199840969509526,0.944801908675271,-0.9983749893422355,-0.05698579345671401
754.762512207031,6.50538301467895,808.098138482693,266.76040649414,168.6260656679723,0.20965625339084196,0.9339985779749396,-0.998401951063698,-0.05651145115992946
790.173278808593,6.63411617279052,859.459020788565,270.493194580078,178.8361493236143,0.21949257744683137,0.9193844729020338,-0.999962952522024,0.008607762975140758
742.985290527343,6.37891292572021,759.434536596592,266.593292236328,158.9813259550827,0.20638480292426192,0.9783401395688871,-0.9982328779337821,-0.05942323966293651
748.229614257812,6.4466528892517,785.28100987646,265.571807861328,164.10014079648002,0.2078415595160589,0.9528176599807541,-0.9970148822672406,-0.0772096142824218
736.647827148437,6.41508293151855,773.172863451736,261.15869140625,161.70107919859737,0.2046243964301214,0.9527595470174194,-0.9881178262691591,-0.153698280436418
787.246215820312,6.43753099441528,781.7712157188,257.56021118164,163.40452999200318,0.21867950439453113,1.0070033278169215,-0.9765229207790752,-0.21541352137947128
722.864074707031,6.22002410888671,700.764699868076,255.926498413085,147.39484580583226,0.2007955763075086,1.0315360845703492,-0.9699845797371068,-0.24316643492108062
935.033386230468,6.89802598953247,970.736626881787,250.012893676757,201.0391188028085,0.25973149617512997,0.9632204661258065,-0.9397695642167752,-0.3418086689535719
1220.60900878906,7.60971117019653,1315.04892785216,255.985702514648,269.9048028934174,0.3390580579969611,0.9281852431016794,-0.9702353273138474,-0.2421640139083247
1053.77197265625,7.28835582733154,1151.26574355584,255.444595336914,237.13452850559088,0.2927144368489583,0.9153160150509931,-0.9679050718600699,-0.2513160796040574
1493.80798339843,7.94310188293457,1497.58372354361,256.407409667968,306.9562583267176,0.41494666205511943,0.9974787785912592,-0.9719914017582976,-0.23501641412450278
1724.48803710937,8.37616157531738,1752.19966204818,252.41259765625,359.94921584389607,0.4790244547526028,0.9841846648307092,-0.9532571269954608,-0.3021603048587947
1636.93505859375,8.23695755004882,1668.47070685152,247.979400634765,342.29974568142563,0.4547041829427083,0.9810990698678318,-0.9270491135560371,-0.37493991659326653
1385.48803710937,7.87959098815917,1461.81579081391,238.609603881835,299.6519564010831,0.3848577880859361,0.9477856552212763,-0.8536381165846487,-0.5208665528845308
1098.93200683593,7.10137605667114,1062.28503444311,245.095596313476,219.34797409844293,0.3052588907877583,1.0344982478380031,-0.9070116512928036,-0.42110552646468746
1021.4580078125,6.95530700683593,995.995854606612,245.410202026367,206.08909232454832,0.2837383355034722,1.0255645172498682,-0.9093102171539906,-0.416118888034853
1164.89294433593,7.09829807281494,1060.85971215544,235.227905273437,219.06287853665566,0.3235813734266472,1.0980650231019864,-0.8214270714398944,-0.5703135684039778
1073.33203125,6.95363092422485,995.250960801046,242.872695922851,205.9401388229372,0.29814778645833334,1.0784536499076667,-0.8899956154133267,-0.455969082882879
1165.30798339843,7.24957799911499,1132.4168612641,244.835693359375,233.3695955728368,0.32369666205511943,1.0290450656992287,-0.9050921231684438,-0.4252155319110987
1177.98999023437,7.29469108581542,1154.36530469206,242.48159790039,237.7534396013285,0.3272194417317694,1.020465519403853,-0.8868624842916651,-0.4620334770944807
1170.53601074218,7.37636995315551,1194.8430985043,247.97720336914,245.8295937197917,0.32514889187282775,0.9796566697396942,-0.9270347341086254,-0.3749754682057886
1145.53601074218,7.44855403900146,1231.43070603717,249.682998657226,253.11740637997184,0.31820444742838333,0.9302480481655316,-0.9377859473128891,-0.3472139355245801
1114.02697753906,7.2392520904541,1127.43320551345,248.401000976562,232.37381798328343,0.30945193820529443,0.988109071199225,-0.9297829170062597,-0.3681083091201975
1153.18505859375,7.32921123504638,1171.35504358957,244.621704101562,241.14474875964288,0.32032918294270835,0.9844880635506219,-0.9034977121214885,-0.4285929119703636
1125.3310546875,7.13970518112182,1080.13908466205,244.631805419921,222.9189196774932,0.3125919596354167,1.0418390285725005,-0.9035732595519668,-0.42843361752158776
1228.73205566406,7.47422885894775,1244.63353439737,245.785995483398,255.74389082505394,0.34131445990668335,0.9872239673013395,-0.9120198935198836,-0.41014596648507995
1021.79302978515,7.03317403793334,1030.99268581181,248.652206420898,213.08858519917936,0.2838313971625417,0.991076894964181,-0.9313878955331226,-0.3640282791959728
957.378173828125,6.88645505905151,965.683334443832,244.611694335937,200.02912994183154,0.26593838161892364,0.9913997059703943,-0.9034228217089103,-0.42875074952180614
909.887817382812,6.88782119750976,966.279104864065,235.84829711914,200.14819920142946,0.25274661593967,0.9416407876384888,-0.8275540850450356,-0.561385995840005
1000.95397949218,7.21643209457397,1116.4718990154,232.842697143554,230.1832306000095,0.2780427720811611,0.8965330702679634,-0.7969802475418986,-0.6040053683768498
1024.47802734375,7.0685977935791,1047.17023059277,229.933197021484,216.3245980697882,0.28457722981770833,0.978329976744875,-0.7652944760141955,-0.6436803282547617
1009.53399658203,6.93829584121704,988.451940715539,230.13670349121,204.58064063115717,0.280426110161675,1.0213283569975387,-0.7675759049398339,-0.6409580564715566
899.492980957031,6.53668785095214,820.416658585943,234.933807373046,171.07215739358773,0.24985916137695305,1.0963855640222893,-0.8184888568146113,-0.574522402757552
725.110107421875,6.18062496185302,686.636942163399,232.837905883789,144.61164544272373,0.20141947428385418,1.0560313069338476,-0.7969297358584915,-0.6040720123499473
585.259399414062,5.81682586669921,564.927659543473,240.328796386718,120.5491858714856,0.162572055392795,1.035989988323495,-0.868880418164835,-0.49502203883231455
443.913909912109,5.45015096664428,454.773587146918,238.12629699707,99.1588975501453,0.12330941942003028,0.9761206949090017,-0.8492141351118961,-0.5280486272363126
565.253784179687,5.81814908981323,565.349093224668,235.80029296875,120.63147289294905,0.15701494004991307,0.9998314155870716,-0.8270834483474256,-0.5620791487590794
644.037780761718,6.13027286529541,668.823569309414,224.958694458007,141.1060096823209,0.17889938354492166,0.9629412154639103,-0.706596831681749,-0.7076163631921707
712.058898925781,6.34707784652709,747.460673422601,216.803894042968,156.61291312597004,0.19779413859049472,0.9526372747682949,-0.5990780179356783,-0.8006906571368615
737.394775390625,6.34743690490722,747.595109122642,205.785293579101,156.63949371697382,0.2048318820529514,0.9863558046226548,-0.43499999529777056,-0.9004304548886269
725.868103027343,6.19436883926391,691.546334303948,199.848495483398,145.57851255462427,0.20163002861870638,1.0496304687348827,-0.339534165807987,-0.9405937222037336
408.997406005859,4.97719812393188,330.417630427964,207.997802734375,75.51980837277405,0.11361039055718306,1.237819560282291,-0.46943770182457273,-0.8829655962185976
628.436828613281,5.95911121368408,611.283836510667,210.954895019531,129.6135975323109,0.1745657857259114,1.0280606014393032,-0.5143631272144149,-0.8575724886924764
716.1005859375,6.21137619018554,697.649474372052,215.69400024414,146.7809154224251,0.19891682942708333,1.0264475388332452,-0.5834561704291635,-0.8121446282455699
711.49560546875,6.11145305633544,662.235163012206,220.84260559082,139.8104178156468,0.1976376681857639,1.0743851205853834,-0.6539833307408155,-0.7565089577216842
838.151916503906,6.45632219314575,789.011422412419,237.065307617187,164.8396479248531,0.23281997680664057,1.062281093398165,-0.8392908205187127,-0.5436827370746895
881.062072753906,6.66665792465209,872.739625855708,235.667495727539,181.48076755122725,0.2447394646538628,1.0095360020923057,-0.8257784695455431,-0.5639946092251419
663.703125,6.16287899017333,680.327891653483,229.329696655273,143.36958033809802,0.18436197916666666,0.9755635968222943,-0.7584722198294566,-0.651705371887463
